Target Epsilon,Run,PCA Components,Total Time (s),Test Acc,Actual Epsilon,Noise Multiplier
4.0,4,223,103.46939754486084,0.9333000183105469,4.358725878294261,1.3936876269749519
4.0,5,223,103.56070637702942,0.9330000281333923,4.358725878294261,1.3936876269749519
4.0,6,223,103.34360957145691,0.9315999746322632,4.358725878294261,1.3936876269749519
4.0,7,223,103.39534735679626,0.930400013923645,4.358725878294261,1.3936876269749519
4.0,8,223,103.42532539367676,0.9308000206947327,4.358725878294261,1.3936876269749519
4.0,9,223,103.55235409736633,0.9307000041007996,4.358725878294261,1.3936876269749519
4.0,10,223,103.50473690032959,0.9302999973297119,4.358725878294261,1.3936876269749519
6.0,1,223,103.78699994087219,0.9297999739646912,6.599444437459411,1.071489707299679
6.0,2,223,103.87279796600342,0.9307000041007996,6.599444437459411,1.071489707299679
6.0,3,223,103.82746315002441,0.930899977684021,6.599444437459411,1.071489707299679
6.0,4,223,104.00140142440796,0.9301999807357788,6.599444437459411,1.071489707299679
6.0,5,223,104.1025333404541,0.9315999746322632,6.599444437459411,1.071489707299679
6.0,6,223,103.80165791511536,0.9320999979972839,6.599444437459411,1.071489707299679
6.0,7,223,103.82624459266663,0.9305999875068665,6.599444437459411,1.071489707299679
6.0,8,223,103.77894496917725,0.9333999752998352,6.599444437459411,1.071489707299679
6.0,9,223,103.82082796096802,0.9322999715805054,6.599444437459411,1.071489707299679
6.0,10,223,103.78116202354431,0.9312000274658203,6.599444437459411,1.071489707299679
8.0,1,223,104.52649998664856,0.9325000047683716,8.842284573918974,0.9179640936940815
8.0,2,223,104.58616852760315,0.9301999807357788,8.842284573918974,0.9179640936940815
8.0,3,223,104.29116582870483,0.9301000237464905,8.842284573918974,0.9179640936940815
8.0,4,223,104.31412267684937,0.9320999979972839,8.842284573918974,0.9179640936940815
8.0,5,223,104.25166392326355,0.9300000071525574,8.842284573918974,0.9179640936940815
8.0,6,223,104.43359994888306,0.9315000176429749,8.842284573918974,0.9179640936940815
8.0,7,223,104.40468716621399,0.9319000244140625,8.842284573918974,0.9179640936940815
8.0,8,223,104.76338291168213,0.9316999912261963,8.842284573918974,0.9179640936940815
8.0,9,223,104.50346446037292,0.932200014591217,8.842284573918974,0.9179640936940815
8.0,10,223,104.32238793373108,0.9311000108718872,8.842284573918974,0.9179640936940815
